Σχολή, Εξάμηνο, Ημέρα, Ώρα, Μάθημα, Καθηγητής, Χώρος, Φοιτητές
Μουσικής Επιστήμης & Τέχνης, , , , Όμποε, Χασιώτης Κωνσταντίνος, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Οργανική Συνοδεία, Διδάσκοντες Παραδοσιακής, Γραφείο/σε Συνεννόηση με τους Διδάσκοντες, 
Μουσικής Επιστήμης & Τέχνης, , , , Όργανο Ορχήστρας για Διευθυντές, Διδάσκοντες Ευρωπαϊκής, Γραφείο/σε Συνεννόηση με τους Διδάσκοντες, 
Μουσικής Επιστήμης & Τέχνης, , , , Ορχηστρικά Αποσπάσματα, Διδάσκοντες Ευρωπαϊκής, Γραφείο/σε Συνεννόηση με τους Διδάσκοντες, 
Μουσικής Επιστήμης & Τέχνης, , , , Ούτι, Ατζακάς, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Πιανιστική Συνοδεία Φοιτητών, Μέξης, , 
Μουσικής Επιστήμης & Τέχνης, , , , Πιανιστική Συνοδεία Φοιτητών, Μισιργής, , 
Μουσικής Επιστήμης & Τέχνης, , , , Πιανιστική Συνοδεία I, Ζγούρας, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Πιάνο, Πετρίν, Γραδείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Πιάνο, Λαζαρίδης, Γραδείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Σαξόφωνο, Ζερβάς, Στούντιο 3/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Συγγενές Όργανο (Όμποε): Αγγλικό Κόρνο I, Χασιώτης, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Συγγενές Όργανο (Σαξόφωνο): Σαξόφωνο/Σοπράνο/Τενόρο/Βαρύτονο I, Ζερβάς, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Συγγενές Όργανο (Φλάουτο): Πίκολο I, Τσέντς, Γραφείο/σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , , , Συμμετοχή σε Έρευνα με Έμφαση στην Καλλιτεχνικά Βασισμένη Εκπαιδευτική Έρευνα I, Στάμου, Γραφείο/σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , , , Σύνθεση, Κυριακάκης, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Ταμπουράς, Τσικουρίδης, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Τριχορδο Μπουζούκι, Τσικουρίδης, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Φαγκότο/Τεχνικές Όμποε-Φαγκότου, Βαβαλάς, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Φλάουτο (και Καλλιτεχνικό Αντικείμενο), Τσέντς, Γραφείο/σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , , , Φωνητική Τεχνική για Διευθυντές Χορωδίας I, Καθάριου, Γραφείο/σε Συνεννόηση με την Διδάσκουσα, 
